Year,Month,Day,Hour,Minute,Sensor_ID,Normalized_Temp,Normalized_Vibration,Normalized_Pressure,Normalized_Voltage,Normalized_Current,FFT_Feature1,FFT_Feature2,Anomaly_Score,Fault_Type,Fault_Status
2015,1,16,7,1,190,0.38059590492694606,0.45461478583737897,0.2542617612367301,0.5695290074431915,0.33746641098428326,0.33865921762385354,8.434697043957495e-05,0.22114235283410685,2,1
2015,1,4,14,20,108,0.5174318096870026,0.4776894326366762,0.394903545013279,0.5273271172654218,0.3487208763794896,0.6632965709798744,0.008682449296463631,0.25699709384773767,2,1
2015,1,23,9,51,141,0.5588681695982322,0.46160462092601345,0.5474472912806407,0.6244827061269197,0.31435577994878466,0.3491948471695236,0.0035185558657019173,0.07384404164168734,1,1
2015,1,10,1,40,175,0.5503779732058458,0.45007512906951874,0.3664029704400565,0.5202756971320521,0.41449711617601365,0.8027755801683744,0.4130625624589617,0.8028888049440228,2,1
2015,1,26,4,26,107,0.5484559739811968,0.4465465265929761,0.4032904284757928,0.5058692350132376,0.4197516168599519,0.7524685903635715,0.4865084780805229,0.8696734085048354,3,1
2015,1,12,12,21,157,0.7147891921873574,0.4841458478079245,0.3642415799898433,0.7610015266215695,0.3550557896285793,0.4107208157319209,0.053428689481130776,0.6263001305492463,2,1
2015,1,19,20,45,164,0.6108854018561961,0.5655810638339461,0.6070105559308997,0.37530464293171073,0.616099073275312,0.6893444271596951,0.12507194008483255,0.06097207432351247,2,1
2015,1,2,13,53,117,0.6098570852302211,0.5334998804052283,0.31195043314587306,0.726877578609417,0.2521927192906995,0.2896857435565462,0.2771912009428696,0.07076147586312258,2,1
2015,2,1,19,12,116,0.5617876872361962,0.5050419329384225,0.4205158965424836,0.4861983570806315,0.39070288306515794,0.015071802514568796,0.44118757373059153,0.4050733811566968,1,1
2015,1,22,11,22,164,0.41691992164242964,0.4198855346915486,0.7239549058692395,0.526244552640622,0.328832826591583,0.3482570242288008,0.9145205466764892,0.2938785001414039,3,1
2015,1,25,8,15,167,0.47991617186065366,0.35408043784950655,0.3697995252254946,0.6469047023841582,0.43052998162807843,0.5617333444311028,0.11600612733906014,0.34615200351463843,2,1
2015,1,12,10,47,167,0.5128596484112554,0.40522769424587424,0.31519629927082005,0.5158520522904853,0.5185905717008901,0.5089734253251236,0.1257171438979452,0.18381017773078176,3,1
2015,1,14,21,58,161,0.6991755230155698,0.5435568396172995,0.44800871243913987,0.4221845255665959,0.5813027951910655,0.029046301701876606,0.44669221911011925,0.21397462552430807,3,1
2015,1,16,2,53,142,0.4326047056899938,0.5520975062977875,0.22914342061093454,0.5544398040326187,0.34733819151038925,0.5028830437503462,0.8553540337415091,0.3138289278891356,3,1
2015,2,2,21,25,181,0.5383027278378882,0.4412047246354538,0.3903632449215865,0.5046692071460802,0.5188375167164524,0.7100230815597689,0.8837274865655763,0.8880743774728383,3,1
2015,1,9,7,19,185,0.471330462034966,0.48512555609947794,0.3999629711420383,0.3926775541316594,0.31944932442968893,0.2572254635316834,0.3338805034682583,0.849163317238911,2,1
2015,2,4,4,43,103,0.444574189884319,0.5564591549005883,0.4102042844466103,0.5742698290391288,0.508259566663393,0.755245641045821,8.434697043957495e-05,0.7054003994812986,3,1
2015,1,11,22,26,176,0.47228652463331183,0.5951911262890722,0.5588840155573808,0.5825085515848816,0.6205546796230077,0.020008246864628407,0.03670663801951753,0.3509362062997173,3,1
